Sample Names,lung_cocci_S13-15588,lung_cocci_S15-7163,lung_cocci_S16-1593,lung_control_S16-1234,lung_control_S16-430,lung_control_S16-455,lung_sarc_ng07-1929,lung_sarc_ng14-2391,lung_sarc_S01-274,lung_sarc_S08-13633,lung_sarc_S08-8308,lung_sarc_S14-1820,lymph_control_LN2,lymph_control_LN4,lymph_control_LN5,lymph_sarc_S01-01562,lymph_sarc_S03-06811,lymph_sarc_S08-11588-2,lymph_sarc_S10-5712,lymph_sarc_S10-8898,lymph_sarc_S11-16399,lymph_sarc_S11-3356,lymph_sarc_S11-5747,lymph_sarc_S12-10867-2,lymph_sarc_S12-11588,lymph_sarc_S15-2130,lymph_sarc_S16-3789,lymph_TB_S07-1722,lymph_TB_S10-2574,lymph_TB_S11-5890,lymph_TB_S13-12712
GeneName,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM
ITM2A,54.19704,77.474718,118.777157,107.693338,80.004267,110.633095,234.571173,332.726078,147.818967,167.894674,122.921288,57.438006,211.575991,116.142117,154.993429,190.059771,175.006887,142.927454,110.11242,112.81349,159.638221,141.918154,66.527502,49.50208,77.75846,116.382138,169.848109,145.298411,77.008219,64.673294,68.352165
ITPKB,624.099756,781.510843,446.314165,888.997943,629.560263,490.26747,1439.436228,748.935816,478.938263,572.448057,663.531345,589.748084,1461.141439,1976.450176,1057.942702,742.371019,885.682741,847.190957,891.370916,1278.151928,668.596892,803.258852,431.023255,1094.470652,632.606372,501.754543,1017.0963,349.304902,237.038314,754.378236,356.007723
JAG1,352.176532,451.233135,429.937314,413.387563,555.195774,412.019359,1.099552,281.315762,432.511801,591.144848,271.218564,227.446818,382.413291,177.845644,315.212259,343.913202,338.083727,414.182246,423.050791,402.794853,325.586626,306.387974,242.028928,303.793589,247.706743,223.011126,346.337395,228.454564,268.025352,222.954937,339.86673
JAG2,128.717969,198.781504,181.225147,177.518037,179.586617,162.39291,201.584602,160.273752,112.698431,108.416291,70.34224,76.07174,55.693402,19.276298,39.713047,36.958679,43.086203,26.510737,116.395353,106.627221,32.681099,40.278323,70.369231,40.686641,62.187779,20.571772,97.87435,123.793919,89.536671,47.536163,66.211013
JAK1,1053.71552,1257.163447,965.154382,977.193859,1108.216205,1033.979523,657.532319,723.463073,827.257,694.290903,1050.0584,950.512548,1932.546303,2567.719136,2036.45931,1111.299509,1527.933367,874.085908,1000.436181,1419.490992,1058.698079,1235.726369,1027.428259,1284.6807,1033.741285,1005.476107,1821.425882,757.563183,930.5299,941.508818,982.788842
JAK2,483.917029,540.039189,451.893092,435.278169,553.423272,426.620681,796.19809,653.552481,881.501388,865.82455,734.482608,784.345742,899.713643,827.524694,761.220322,1067.945945,989.503728,788.790492,1004.544252,945.468124,853.004938,810.496363,877.881929,887.307836,786.983974,794.185155,863.519075,702.779877,658.746012,674.548484,1047.188111
JAK3,104.954652,77.650397,250.151891,61.730103,71.061192,53.818976,696.505342,384.415293,363.954592,394.389357,126.270918,103.734191,571.962395,557.075326,357.819374,257.770327,380.282571,200.559492,435.133353,510.968642,298.838983,335.442911,332.169008,391.947978,330.497191,181.703662,332.058864,106.377734,241.799126,217.529615,370.419324
JMJD1C,528.108461,871.898014,421.029028,939.536385,663.882336,731.750874,227.485169,790.863578,396.068232,578.722148,508.230296,515.309198,782.286021,1198.520781,913.319684,566.887826,640.081527,1004.334313,591.642814,670.866513,468.743025,535.156263,380.705975,712.016223,462.088431,476.920889,809.061422,436.304063,365.079095,470.9697,373.301644
JMJD6,126.841918,119.813509,226.126511,158.86527,103.369058,123.268854,0.855207,294.145099,156.719376,296.388056,161.188278,112.666857,196.179271,147.81724,163.27368,241.3129,184.472048,207.85955,221.674748,156.546976,190.529865,161.427967,144.954995,109.175821,139.37658,143.920447,161.546637,194.930451,135.390806,142.091791,169.727485
JPH3,27.411195,9.4867,138.753315,21.538668,6.767733,14.414126,713.1208,209.359913,96.822025,176.678401,73.996382,18.441634,98.421144,13.561215,68.251775,158.837681,105.398514,93.748115,88.605459,34.196321,113.677483,109.192017,51.254287,17.291823,108.235219,83.598437,81.520451,161.733403,38.587633,78.624124,67.116885
JUN,3792.854746,3182.787893,839.808488,7050.183054,3190.502486,4521.823548,458.391167,544.038281,1692.160327,1438.147125,1067.212568,1270.935937,986.200486,688.522243,3428.264933,834.814737,373.380891,3663.476541,432.314089,366.622363,531.091404,529.91169,882.566965,832.38087,629.473248,989.166216,995.927547,1918.560445,2339.730194,779.524177,639.628032
JUNB,3742.305584,4308.894335,1359.368566,8374.67033,4648.787714,5640.97745,51.923306,291.449079,2363.419605,1005.736778,1308.182954,1597.698638,963.215908,3617.357154,3237.577996,1306.249487,806.017634,3927.431275,769.739786,684.785619,1029.030799,551.624223,1871.390532,1714.263821,1101.625655,2076.355698,1868.246182,3093.294417,4705.352522,1006.69881,1237.915358
JUND,587.204079,1063.915852,368.569117,1174.913196,1033.529442,1134.129617,476.594867,115.464037,382.958169,240.423165,198.135717,218.322051,373.720405,473.673856,521.012663,159.684063,145.428258,390.745217,227.393828,181.292052,167.26695,180.93778,217.010839,190.888159,295.368216,231.043132,334.715335,321.422652,401.829221,186.700002,137.11609
KAT2B,316.531556,352.852541,362.360311,280.776943,347.329702,295.115184,271.833781,615.436333,279.400699,471.560675,337.399142,350.006844,570.415356,659.1719,473.823274,466.920713,540.401548,623.194436,517.133678,467.836599,387.369914,402.573449,301.528877,546.89627,313.027647,385.536323,608.829927,298.691668,236.954791,336.886719,318.208152
KAT5,132.574297,83.008626,147.301671,110.156911,73.155966,135.717417,554.296568,245.058939,199.898391,190.983328,172.556721,88.462213,180.487876,115.560922,166.569702,155.170025,121.370973,99.127105,136.613507,134.551352,139.765853,125.764869,76.459777,84.763836,125.040161,102.612984,155.320534,142.927193,98.557157,106.18132,106.398792
KATNBL1,142.267229,225.748327,248.172272,164.848233,170.482406,156.870615,215.145747,455.534446,219.984451,235.403892,287.357693,194.021357,304.545665,305.805391,217.939412,292.471987,292.335448,448.377255,300.775257,277.522904,234.889512,190.168229,168.473872,176.98689,171.087601,160.230338,251.20253,205.396515,128.124304,200.909181,231.49149
KCND2,54.509715,53.230929,195.802343,25.691548,34.644345,11.980572,0.122172,143.911698,125.567942,139.535783,83.639258,56.189353,83.098091,64.803233,39.873828,151.972582,112.793171,179.043531,134.116444,66.502393,126.392031,81.395778,34.575561,62.725239,43.578917,61.305521,75.211333,97.056395,56.545081,66.998432,113.975177
KCNIP1,22.512616,35.399446,187.523935,39.69872,36.416847,14.133331,0.855207,302.883924,120.155531,152.334928,81.304667,63.681267,103.57794,53.663664,47.912907,127.145378,162.583863,296.228675,154.57625,63.92478,130.44185,91.255576,32.888948,97.308884,48.13619,76.795819,71.724715,106.704798,36.666603,68.117943,107.881128
KCNK5,56.594216,43.217189,72.166121,72.147497,73.88108,38.000877,856.429125,82.832896,44.261497,46.679237,83.43625,43.894931,35.066216,13.851812,15.113467,48.149729,30.367392,53.405688,49.941259,29.298858,40.592374,45.208222,29.14092,30.175926,22.596476,31.062557,66.743832,94.358113,38.921725,30.399032,35.411363
KCTD11,56.802666,45.852384,95.471639,35.475452,42.137192,35.848118,97.371471,250.079114,85.75665,98.377746,60.394852,70.020579,72.637161,45.817533,39.391484,94.418609,94.750207,231.296579,89.974816,85.404881,77.040746,75.416965,94.169211,88.493445,80.321926,61.38748,74.381185,81.357298,52.034838,55.717205,84.246102
KDM1A,176.557279,194.477353,167.907708,140.91638,165.809447,181.674143,2.076932,157.763664,162.733167,206.668556,180.880045,135.430749,203.472454,258.050542,162.630554,168.994264,160.71055,227.070229,175.438808,139.620656,146.452763,163.316014,144.861294,184.107052,123.900843,123.92239,200.646568,121.995064,108.245826,138.991606,126.245626
KDM3A,307.463975,326.939795,286.86483,244.949552,319.614226,280.794656,546.599701,352.06305,322.940541,391.377793,293.752442,343.955682,426.76174,433.280809,267.299353,276.108603,264.827323,300.070811,302.305715,327.786341,298.273892,252.788435,213.356511,218.351642,311.508556,288.578527,337.703864,244.562491,166.043752,241.469928,220.621025
KDM3B,289.016136,297.864816,294.87329,250.79174,285.9367,312.711649,301.399522,402.450738,235.50003,207.923374,343.489379,280.178365,398.841371,443.645452,398.818674,308.647287,350.506751,446.071973,335.895239,396.264903,272.09134,308.800478,241.654125,367.875049,243.719129,259.155156,389.588062,225.020386,202.29274,251.459412,252.820659
KDM4B,359.055387,220.214419,376.127663,260.223705,193.363787,277.612317,1021.239809,510.291546,371.772519,622.766267,321.057005,218.898352,555.534314,362.37503,499.789497,419.053111,437.566515,267.796869,476.93902,467.750679,386.804823,299.045572,324.110747,343.802119,567.570298,266.203652,466.376674,317.089047,307.615261,263.17122,303.796551
KDM5B,248.576807,213.977792,320.24841,240.867059,184.179007,175.309464,1109.081826,638.956785,341.222464,411.580366,369.068375,245.120051,243.621798,161.087857,147.999431,374.476995,322.505649,325.428907,279.671048,327.270818,311.741895,280.165108,301.90368,230.896689,247.706743,199.079024,217.415541,318.152007,219.080866,202.459273,249.114819
KDM5C,341.441349,502.970786,300.902131,473.850685,517.489835,338.357561,846.044464,400.963279,486.275087,328.38592,533.098764,283.444071,756.796713,463.018616,647.547756,473.409641,598.277065,471.814283,327.437446,673.358205,415.624466,432.467517,283.913144,437.72045,548.106947,370.046024,429.767184,419.05141,403.332635,260.673849,279.420357
KDM6A,152.793962,368.663708,195.442413,268.247915,335.96958,153.407481,0.733035,498.39187,305.620825,239.670274,274.263683,155.217085,467.868775,253.110386,318.669063,363.09786,363.02837,567.099253,215.714017,348.750919,369.663728,327.785833,128.369969,241.407405,201.089644,236.206565,220.487086,293.622168,220.667803,134.771911,167.503981
KDM7A,145.081306,145.901934,115.627762,150.20757,148.487275,188.506813,36.285228,171.61563,175.362126,171.031719,149.41382,153.296082,182.845268,322.078849,139.156445,116.894752,160.217573,59.553106,121.067277,198.046531,130.253487,117.478443,172.1282,172.918226,212.767654,157.525683,222.396424,81.439064,107.160027,132.446772,152.433564
KDR,275.258426,163.909097,100.330704,252.269883,261.524522,380.94475,0.610862,97.800457,87.560787,126.109228,91.049046,146.476519,135.034398,131.737514,254.678,43.447607,61.720739,146.001163,74.670237,105.252495,21.379278,59.788136,61.467664,54.248855,50.319883,41.389422,273.948563,118.07029,163.955677,68.979106,73.622694
KEAP1,97.971572,77.386878,193.912707,75.314948,65.743688,75.720959,400.725753,167.339184,149.382552,163.000883,157.331128,87.02146,127.741215,79.139374,131.117367,182.818503,122.652714,132.553687,144.507448,118.999759,162.746222,165.728517,127.058159,137.995525,120.198059,117.28369,122.529721,192.232169,159.528957,129.088239,137.610202
KIF14,15.737986,8.608302,83.863871,16.611521,5.317504,7.955849,195.842495,179.23886,113.179534,193.492965,64.861026,9.893168,82.287738,13.754946,61.338167,103.258599,53.340127,110.269299,62.023821,35.485127,78.26511,52.550625,32.701547,33.905534,107.570617,55.732292,50.638977,153.96562,55.375758,43.660932,56.575828
KIF2C,22.825292,20.378837,56.599115,20.623626,15.549671,5.990286,97.982334,54.292269,28.144539,65.626991,21.82335,14.023326,40.591355,63.640843,34.568037,42.977395,31.649133,72.616368,79.10051,28.010052,41.816738,53.494648,53.877907,78.999895,117.82448,35.570316,66.245743,99.26408,45.43652,57.956227,63.822805
KIF3A,161.548868,154.861596,82.604114,174.420974,154.046484,181.767741,289.426619,88.689768,142.526831,231.890401,125.560391,119.198269,149.178754,198.187466,144.140674,111.628376,99.482788,84.526989,151.112582,115.305182,74.874564,120.205621,71.118837,95.952662,119.153684,89.499504,220.321056,134.34175,108.663441,93.436117,79.881446
KIF3B,257.852838,302.256807,354.081903,325.473198,272.64294,303.819818,1.343897,921.66704,292.751314,329.138811,220.060571,227.927069,339.980223,337.383648,303.796768,344.853626,366.873592,386.518867,328.162399,267.727978,350.921541,266.00476,207.92187,211.23148,200.899757,250.959231,391.331371,305.887088,215.071761,230.44705,281.808565
KIF5B,995.766377,707.988917,523.339351,931.230624,799.800964,1027.427648,732.179707,368.425104,886.192145,773.218968,753.057832,594.550593,692.852437,953.934588,828.427017,676.353226,738.874147,573.24667,609.605557,719.06786,607.755423,664.802116,680.735641,884.934449,681.597051,616.989251,825.332306,708.503506,744.524148,674.462368,720.827111
KIT,248.889482,289.168674,86.743318,264.165422,256.529291,225.478109,805.971889,44.43785,91.409613,159.863837,49.127914,121.311373,93.63269,50.370226,127.660563,16.927639,22.479758,23.437029,34.79778,15.723434,7.252002,20.76851,9.370071,22.377653,22.406589,26.964594,116.469646,44.15371,18.959724,17.912177,7.411681
KITLG,283.283757,258.863938,196.252257,355.458402,404.452588,351.461312,1073.529633,235.018588,159.124892,278.820601,161.898806,207.948632,118.606318,45.042606,93.896434,82.663304,78.284771,102.585027,78.214455,66.931995,63.290197,59.053896,50.504681,29.83687,48.515962,57.289517,129.087883,270.318822,173.143208,49.602952,42.164227
KL,88.591315,144.672177,208.669869,79.397441,104.497013,74.410584,401.580961,300.931633,153.953033,231.639438,114.597964,74.150736,161.186723,58.894418,108.286384,173.696386,163.865603,246.280909,164.886704,98.722544,106.142935,114.646373,54.627513,92.223054,49.750223,76.386023,107.753101,117.00733,61.80703,75.179475,109.775224
KLB,35.436526,106.813216,175.196306,29.562877,65.904824,55.878137,23.701462,493.092796,76.254862,103.647982,77.244509,62.432615,142.622256,84.079531,61.57934,132.881967,155.583587,352.708072,158.36212,118.140555,139.860034,122.827908,59.312548,118.669371,54.687269,79.582434,91.648246,109.648379,42.847306,82.068774,119.822169
KLF12,108.602529,106.549697,194.632568,86.78816,96.923598,85.080781,210.503193,394.269711,165.258959,139.535783,130.9401,88.270112,364.806514,354.528898,208.774863,195.232105,198.66979,299.302383,217.083374,206.724492,175.460771,178.525276,99.416451,193.939657,124.090729,138.429177,223.060542,128.945185,72.581499,122.457289,151.033579
KLF17,15.216861,20.203158,126.695634,16.32997,9.587621,9.827813,0.122172,224.234507,90.447407,40.0287,61.206884,15.464078,56.28275,19.47003,33.683738,97.616052,91.397963,101.432387,77.811703,19.332091,64.043652,66.291407,22.207068,27.463483,37.69244,39.094563,45.907138,76.778395,22.467691,50.464115,66.622773
KLF4,1234.754477,1665.530751,459.361656,1339.339102,1303.513629,1114.848384,808.781856,318.595214,389.573338,711.481913,328.060778,209.677536,273.825891,109.167778,584.923336,126.581124,113.581934,461.056303,186.152014,91.677071,107.744027,181.357346,178.874651,86.459113,266.980207,171.04896,135.978105,627.882103,595.686137,130.810564,87.210775
KLHDC10,313.196354,303.223045,446.044217,236.221465,326.381959,246.537708,225.041719,799.509436,299.486759,446.213348,345.31645,226.198166,410.628334,180.848485,248.648691,328.960454,396.748007,529.062108,426.353358,381.744354,305.431712,265.375411,226.380909,309.218474,240.775891,198.177472,264.650914,345.134829,237.038314,226.916284,315.572888
KLK1,39.501304,20.466677,183.024801,26.25465,9.426485,14.601322,217.344852,263.466249,163.21427,219.718665,127.285958,43.60678,134.150376,47.27052,165.524622,134.762816,126.695127,155.990716,136.130205,66.072791,139.860034,98.073521,49.286572,37.974199,102.538629,126.872923,82.599642,115.126709,33.576252,65.965037,81.940246
KLK2,6.149279,18.095002,193.462793,24.917282,17.725014,8.143045,351.490242,432.10696,53.282182,198.261274,97.849811,20.938939,89.212579,19.373164,49.118768,153.289177,121.962546,224.380734,139.352222,74.40707,113.865846,102.26918,42.540121,58.656575,28.862725,73.107653,65.166552,108.912484,29.901239,78.710241,96.598903
KLK3,22.616842,23.89243,243.493171,31.815287,16.274785,6.83267,1001.936556,487.421857,87.320236,175.172619,101.097938,41.973927,127.151867,40.102449,74.683037,210.84315,202.219225,257.038889,145.232402,49.747914,158.03713,167.826347,39.541699,54.926966,79.372494,100.80988,89.406849,163.205193,47.775164,87.063516,110.269336
KLK4,13.028135,4.91903,61.908094,6.546066,1.933638,2.246357,134.511907,111.559456,49.072529,103.020573,37.759471,7.107713,36.318581,4.16523,22.107465,54.074403,32.043515,30.352873,31.334112,10.052687,37.201827,31.46744,15.648018,4.746775,17.849317,28.030064,34.783166,33.278814,14.533004,23.595849,23.140914
KLK5,25.639369,39.000878,250.151891,36.460882,25.620702,17.690063,391.440645,649.740866,147.818967,172.161055,120.383689,51.771045,133.340022,43.202155,85.21423,220.435479,229.628755,268.181083,164.16175,70.19697,156.906948,155.658937,53.877907,71.879733,66.555165,92.368077,74.879274,149.141419,50.197331,88.09691,153.174732
KLRB1,67.95475,152.75344,105.099787,28.788611,94.023141,55.597342,0,42.392593,121.358289,192.991037,120.891209,155.505236,264.764663,317.041826,215.608079,116.330498,122.061141,77.995358,88.283257,232.844294,148.995673,125.345303,65.965298,168.510506,95.70272,97.859347,373.981295,19.787403,41.761507,30.571264,32.199634
KLRD1,51.591413,125.347417,240.523742,85.873119,94.909392,41.464011,704.690898,632.44915,181.015089,244.94051,158.853687,129.091437,216.659119,147.236045,117.370543,215.921441,192.359682,434.161352,234.160063,159.726031,176.779316,179.364408,100.353458,155.965458,79.277551,115.15275,210.774364,154.783282,98.974772,123.662916,221.197489
KLRG1,161.757318,295.317461,453.602763,279.158024,231.069726,103.800425,110.07741,996.411876,369.72783,524.639484,342.575844,265.098487,718.268077,590.494034,611.452294,480.462824,503.03388,656.236805,552.898063,605.309245,522.332492,575.749261,221.508473,285.145545,311.983272,248.418494,809.39348,219.133225,108.746964,476.739488,424.854
KMT2B,312.154103,266.681681,250.961735,204.054239,274.496009,245.882521,357.110176,266.348202,188.472189,457.883157,277.207297,202.089572,460.13358,460.790702,379.122932,213.758465,391.71964,232.833433,276.287931,360.006492,257.681518,274.710751,260.675368,269.209943,277.329013,193.095998,417.397992,189.45212,233.196255,239.489255,209.009392
KMT2C,475.474797,532.221445,402.492593,520.940125,466.973546,676.715122,355.399761,626.034482,593.440831,615.111876,535.230347,479.290381,697.567222,887.968965,705.991855,574.129094,634.855969,630.110281,617.096745,580.306408,518.847764,515.541559,437.394903,531.63878,501.394905,440.121185,739.661119,442.518289,386.544509,524.103418,453.59485
KMT2D,612.530772,514.829162,520.639871,500.527662,401.390995,571.323527,1077.561325,426.993818,475.931368,944.878096,605.978603,419.547171,708.838506,776.088944,778.504341,538.675094,687.505928,462.593157,580.204654,619.400191,599.749966,598.196035,498.394064,459.419992,556.55689,462.004305,710.771998,545.707143,467.144218,501.368731,527.711656
KNG1,33.6647,61.312192,181.765043,31.815287,48.904924,12.916554,464.499791,405.890488,80.223963,263.135374,98.458835,60.127411,127.00453,51.43575,59.328398,156.48662,137.343433,310.060364,173.425048,111.009162,130.347669,98.178413,47.974762,105.785267,43.483974,79.99223,71.47567,114.799645,50.113808,85.427307,122.539785
KNTC1,170.512225,244.370368,379.007109,114.309791,153.079665,109.416318,384.84333,441.68248,262.441811,296.513538,294.665977,168.85621,354.640259,401.896284,293.908702,290.967308,287.800058,442.614051,379.311914,289.294,315.697532,300.933618,254.30372,323.797854,295.368216,208.914134,475.176234,221.749741,129.878287,358.071313,253.973587
KPNA2,186.250211,327.554674,583.807722,168.367623,214.79494,175.871053,297.612175,1027.369625,375.140242,549.610366,381.24885,317.541884,460.207249,570.927139,307.414353,554.850394,452.257234,1085.787594,557.006134,408.4656,484.188847,456.382772,376.020939,587.921967,295.653046,399.469396,345.590262,406.295894,333.256826,338.092346,469.406436
KRAS,279.844329,318.682852,293.073636,312.099515,306.401034,371.023339,72.326112,326.869207,221.668312,356.995775,330.598377,280.562566,399.87273,534.602456,351.468502,313.537494,321.716886,453.372031,417.331711,321.428231,305.149166,277.333038,285.693457,291.587596,348.536394,257.024215,428.937037,260.670418,295.754993,323.452586,318.043448
KREMEN1,80.670209,106.374017,111.758507,108.397216,81.615632,116.810577,214.901403,224.792304,147.818967,170.153346,108.507726,95.954126,96.137419,63.737709,110.698108,104.575193,71.383091,72.232154,55.499237,56.793387,73.367654,55.172911,75.335369,46.450582,76.903971,71.714346,111.07369,173.098895,103.819107,72.595988,94.045991
KRT13,11.568983,32.764251,337.165156,21.820219,22.47854,8.985429,0.48869,348.623301,83.832237,161.495101,89.424983,30.159755,100.631199,36.905877,46.305091,166.643203,144.245113,204.017414,103.910038,56.535626,116.220392,96.185475,41.134611,59.334685,41.110395,65.977198,55.951919,102.371193,49.696193,52.100323,92.234247
KRT16,31.163298,25.034348,765.482782,300.203977,31.018774,51.198226,855.573918,666.009953,159.48572,331.397483,240.462866,47.640888,288.412258,36.61528,145.426926,366.013175,203.796752,400.73477,310.280207,79.476374,412.045556,314.6744,120.686511,87.137223,154.472545,252.680375,80.773319,429.19041,158.693727,214.084965,292.431974
KRT17,54.509715,156.442712,852.046134,203.209585,202.951408,71.415441,203.783706,256.307851,128.574838,478.587657,184.737196,37.93982,109.987101,17.532713,92.770963,183.85297,115.159461,159.832852,102.137929,54.473536,163.970586,120.310512,44.882639,38.313254,75.95454,93.761385,41.922432,235.895281,160.44771,70.529198,96.104791
KRT18,800.448585,1464.641092,4669.471967,1671.921468,1209.571056,1214.062496,481.237422,9544.28334,2486.221204,3601.955609,2501.666441,1397.337969,2991.825962,1108.726167,1487.631436,3674.144075,3684.905572,7223.215414,3301.761597,1940.684162,3362.668465,2710.815065,1152.518703,2295.065626,1012.6639,2051.440086,927.772465,3340.228126,1396.254227,1887.75403,2871.367402
KRT19,1090.506972,1170.992587,1616.089194,2273.314851,1536.355856,1943.19262,195.10946,523.027917,569.626221,1996.917665,868.975347,619.427589,166.048846,58.894418,80.631955,223.632922,150.851007,293.154966,192.273846,130.169412,188.74041,152.512193,65.028291,100.360382,58.864768,109.907357,84.758025,1943.744413,823.703965,123.921265,167.174573
KRT5,31.788648,88.366855,535.936929,79.678992,111.98986,175.403062,355.033244,240.317662,107.165744,449.475875,53.695591,20.362637,118.458981,135.902744,67.126304,124.982402,95.637566,129.479978,72.575926,61.089407,66.869107,84.227848,23.89368,47.467748,34.559316,71.30455,69.483317,112.428427,33.910344,49.258488,66.705125
KRT7,775.747242,1193.39174,340.224568,1940.028607,1611.123187,2574.231811,111.787825,20.731466,372.855001,479.967957,890.088169,798.945369,1.620707,3.390304,14.38995,4.043825,0.591573,6.915845,7.491189,1.546567,3.955637,13.426108,3.748028,2.712443,10.918465,2.868574,47.816476,1510.465697,571.798555,6.114253,4.776416
KRT8,1264.562849,2237.192274,3056.62215,2913.351137,2310.93896,1849.407205,643.604655,2351.859268,1574.049484,2225.67102,1877.823142,1227.137056,2021.611545,609.964064,976.426448,1852.542019,1408.632897,1723.582146,1412.773766,1107.943608,1865.365551,1289.535692,568.294791,647.256652,859.900332,1209.636605,567.737642,4070.890252,1688.918868,1011.004622,1168.904377
KSR1,241.281051,107.340255,126.695634,161.047292,98.21269,145.451632,552.341808,244.129277,377.545758,420.615057,160.883767,121.503473,215.775097,64.222038,176.779331,165.044482,160.611954,87.984911,262.030507,189.45449,133.078942,146.63827,196.958887,110.192987,267.929639,95.154692,200.978627,139.084185,180.660279,123.404568,154.245308
L1CAM,13.75771,19.06124,42.291866,27.310467,11.198986,12.542161,592.292211,144.748394,73.488518,77.924209,18.981239,9.124767,48.989566,21.794809,41.722816,64.419071,57.38254,43.416135,45.349885,38.921943,68.281835,49.928338,17.990536,25.429151,45.857553,47.208529,74.713244,45.6255,15.952896,44.780443,19.188017
LAG3,67.433624,55.866123,157.199767,84.535751,43.184579,31.261805,240.191107,336.537693,234.05672,187.846283,117.135562,64.161518,146.453019,94.54104,135.699641,222.504412,223.022861,214.391181,207.497874,105.338415,246.944788,157.966549,114.970768,176.308779,147.351807,100.236166,210.940393,201.144677,202.710355,120.993313,568.640603
LAMA1,29.183021,102.069866,234.404919,53.49473,48.502083,23.680349,159.068577,568.86026,97.663955,151.582037,155.402553,86.733309,151.38881,79.042508,59.087225,200.404439,184.965025,508.698788,203.228702,100.183191,173.671316,125.030628,65.121992,146.471909,60.478802,92.04024,82.267583,156.909201,78.762202,88.09691,144.857179
LAMA3,295.686541,215.822428,290.374155,276.4129,197.392199,317.765953,160.168129,383.578597,252.458919,305.548229,229.804951,140.329308,276.256953,74.974144,172.920574,253.914587,223.811624,331.960538,250.109045,170.466081,192.225138,219.118274,82.269221,74.25312,98.076299,143.920447,205.793481,220.114419,101.563985,132.791237,148.315963
LAMA5,687.468602,591.249802,467.100167,924.33262,429.831585,637.216674,795.831573,176.449873,495.536324,830.940604,426.012093,236.283434,459.028552,164.381295,355.970386,288.522205,233.375381,267.028442,353.213579,253.722953,233.382603,227.509591,145.329797,132.57064,232.136062,138.429177,411.503947,679.640062,386.043371,211.932059,145.268939
LAMB3,117.982786,159.077907,176.366081,195.114988,155.980122,208.536831,92.118054,216.239413,149.983931,235.27841,110.943821,99.700083,85.234478,12.98002,42.607115,101.095623,83.411733,74.921649,88.283257,32.306072,100.680388,74.472941,49.942477,30.175926,60.858575,69.747324,45.40905,185.363814,131.63227,60.970296,113.975177
LAMB4,200.529046,38.737359,10.887906,27.87357,31.179911,42.399993,434.934049,96.591896,47.869771,82.943482,45.067755,54.844651,22.468899,34.484232,13.987996,14.294451,0.985954,42.647708,106.246,58.683636,14.31564,71.011523,65.028291,13.223158,191.69027,10.326866,54.955742,109.566613,25.808611,56.233903,33.681971
LAMC2,151.751711,238.309421,211.459332,261.068359,226.880177,287.814523,326.689227,383.299698,123.402978,226.99661,137.639361,147.437021,227.56206,111.783155,150.813109,175.483192,161.99229,290.081257,195.737514,155.859613,178.662953,118.527357,54.34641,147.150019,76.144426,116.955853,165.614358,213.736661,104.487291,96.450185,108.622296
LAMC3,137.577101,104.178022,160.799075,193.848008,162.345013,114.096229,661.930528,190.301839,168.867233,181.321228,94.906197,95.762026,92.748668,22.085407,56.595111,125.26453,78.974939,185.190948,92.71353,30.243982,120.835303,88.423506,26.798402,28.141594,67.504597,59.994173,63.174199,234.750556,92.125885,66.481735,90.504855
LAMP5,21.887266,69.393455,212.629107,33.223043,47.212991,13.946135,190.955595,295.632559,119.794704,210.307528,86.582872,69.924529,168.185233,76.523997,105.151144,183.664885,176.091437,236.291355,208.62558,117.796874,167.643678,155.973611,72.89915,99.004161,57.535564,101.875351,144.777665,98.528185,42.513214,90.680397,120.563337
LAMTOR3,121.005313,103.475303,79.274754,86.647385,80.407108,68.607494,221.010027,146.979584,175.84323,168.020155,144.237118,116.893065,93.780027,196.637613,76.692807,168.430009,162.583863,245.512481,137.338461,166.599663,104.447662,91.465359,91.077088,142.403245,111.463287,61.141602,133.736707,105.723604,97.972496,97.139115,120.480985
LAT,153.210862,153.192639,165.208227,113.535525,163.795241,131.692694,808.415339,321.105301,182.338123,408.568802,206.459042,158.866992,775.582186,873.439092,360.713442,298.208576,388.071609,175.201395,397.596859,555.733172,310.98844,343.729336,256.458837,387.201203,294.513728,244.894246,532.207344,99.018782,85.276997,258.176478,251.420675
LATS1,492.046584,559.715308,448.023836,419.440914,462.300588,484.557979,8.185557,845.155847,471.84199,596.917012,525.587472,468.916962,689.684691,1012.441543,662.982786,657.638781,682.970538,709.25828,781.983449,673.615966,538.155042,485.123033,419.498068,538.758942,507.186439,458.889854,781.168477,484.464313,345.451186,447.718316,482.006293
LATS2,198.444545,174.801234,112.928282,156.331309,186.434918,187.383634,197.430737,61.6366,120.035255,172.662983,123.936327,128.130936,75.878576,101.805976,86.500482,49.748451,48.804737,56.095184,90.297018,136.613442,59.33456,63.66912,79.833003,89.510611,104.437492,62.616869,138.551561,100.899403,145.246522,84.049447,89.351927
